employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
7729,Analytics,Mumbai,Bachelor's,m,sourcing,1,29,4.0,4,1,85.0,0
3512,Technology,Surat,Master's & above,m,other,1,36,3.0,9,0,80.0,0
61468,Operations,Kochi,Bachelor's,m,sourcing,1,31,4.0,5,0,55.0,0
12273,Operations,Bangalore,Master's & above,m,sourcing,1,39,5.0,11,0,64.0,0
19190,Operations,Kochi,Bachelor's,m,other,2,37,3.0,8,0,57.0,0
27281,Analytics,Bangalore,Bachelor's,m,other,1,30,2.0,3,0,83.0,0
70285,Procurement,Patna,Bachelor's,m,sourcing,1,43,5.0,10,0,71.0,0
77005,Sales & Marketing,Visakhapatnam,Master's & above,m,other,1,42,5.0,12,0,51.0,0
12526,Procurement,Ranchi,Bachelor's,f,sourcing,1,30,5.0,8,0,66.0,0
48681,Finance,Delhi,Master's & above,m,sourcing,1,34,2.0,10,0,66.0,0
14044,Operations,Hyderabad,Below Secondary,m,other,3,26,5.0,4,0,63.0,0
28208,Procurement,Delhi,Bachelor's,m,other,1,28,3.0,9,0,74.0,0
43101,Sales & Marketing,Hyderabad,Bachelor's,f,sourcing,1,29,,1,0,51.0,0
51807,Finance,Hyderabad,Bachelor's,f,other,2,29,3.0,3,0,68.0,0
54200,Operations,Kochi,Bachelor's,f,other,1,48,3.0,16,0,59.0,0
62291,Technology,Delhi,Bachelor's,f,sourcing,2,43,4.0,5,0,80.0,0
60647,Technology,Ahmedabad,Master's & above,f,other,1,39,3.0,9,0,79.0,0
76061,Operations,Bangalore,Master's & above,f,other,1,41,4.0,8,0,59.0,0
5678,Operations,Delhi,Bachelor's,m,other,2,41,3.0,5,0,59.0,0
26784,Operations,Kochi,Bachelor's,f,sourcing,1,32,3.0,4,0,63.0,1
35893,Operations,Chandigarh,Master's & above,m,sourcing,1,36,5.0,6,0,53.0,0
56221,Analytics,Bangalore,Bachelor's,m,other,2,33,3.0,7,0,85.0,0
41743,Finance,Delhi,Bachelor's,m,sourcing,1,33,3.0,4,0,59.0,0
69727,Analytics,Delhi,Bachelor's,m,other,1,50,3.0,19,0,84.0,0
55699,Finance,Nagpur,Bachelor's,m,other,3,34,3.0,6,0,56.0,0
53919,Sales & Marketing,Delhi,,m,other,1,37,1.0,10,0,54.0,0
40999,Sales & Marketing,Nagpur,Master's & above,m,sourcing,1,41,4.0,7,0,91.0,1
32479,Sales & Marketing,Delhi,Bachelor's,m,other,1,47,2.0,16,0,52.0,0
32690,Operations,Ahmedabad,Bachelor's,f,other,1,36,5.0,2,0,69.0,1
31290,Analytics,Bangalore,Bachelor's,m,sourcing,1,40,5.0,8,0,82.0,0
2064,Analytics,Lucknow,Bachelor's,m,other,1,31,2.0,2,0,79.0,0
43606,Technology,Delhi,Below Secondary,m,sourcing,1,23,,1,0,82.0,0
29468,Sales & Marketing,Coimbatore,Bachelor's,m,sourcing,1,39,2.0,11,0,51.0,0
4597,Procurement,Bangalore,Master's & above,m,other,1,44,5.0,6,0,71.0,1
9625,Procurement,Hyderabad,Bachelor's,m,other,1,33,3.0,5,0,69.0,0
63859,Procurement,Delhi,Master's & above,m,other,2,33,3.0,5,0,65.0,0
35375,Sales & Marketing,Mysore,Master's & above,f,other,1,34,4.0,10,0,51.0,0
41408,Technology,Thiruvananthapuram,Bachelor's,m,sourcing,3,33,3.0,4,0,79.0,0
21752,Procurement,Chandigarh,Bachelor's,f,sourcing,1,30,3.0,7,0,67.0,1
53306,Operations,Pune,Bachelor's,m,other,1,32,5.0,7,0,55.0,0
46110,Analytics,Hyderabad,Master's & above,m,other,1,39,1.0,5,0,80.0,0
46183,Operations,Pune,Bachelor's,m,sourcing,2,31,3.0,4,0,57.0,0
3002,Operations,Kochi,,m,sourcing,2,38,4.0,9,0,57.0,0
13930,Sales & Marketing,Jaipur,Bachelor's,m,other,1,34,3.0,4,0,53.0,0
59520,Procurement,Ahmedabad,Master's & above,m,other,1,34,1.0,9,0,70.0,0
75375,Operations,Hyderabad,Bachelor's,m,other,3,32,3.0,3,0,57.0,0
31359,Finance,Thiruvananthapuram,Bachelor's,m,other,1,34,4.0,3,0,,0
43940,Sales & Marketing,Nagpur,Bachelor's,m,other,1,30,,1,0,48.0,0
7904,HR,Coimbatore,Below Secondary,m,other,1,22,3.0,2,0,49.0,0
16988,Sales & Marketing,Delhi,Master's & above,m,other,1,57,3.0,16,0,50.0,0
37980,Sales & Marketing,Kochi,,m,sourcing,1,23,5.0,2,0,49.0,0
31190,Technology,Vadodara,Master's & above,f,other,2,35,4.0,7,0,79.0,0
77822,Finance,Kochi,Bachelor's,f,sourcing,1,29,5.0,5,0,55.0,0
45418,Legal,Delhi,Bachelor's,m,other,1,30,,1,0,62.0,0
37216,Technology,Kochi,Bachelor's,m,other,1,31,4.0,2,1,77.0,1
65119,Sales & Marketing,Kochi,Bachelor's,m,sourcing,1,34,3.0,7,0,52.0,0
72400,HR,Noida,Bachelor's,m,other,1,29,1.0,2,0,48.0,0
23254,Technology,Delhi,Master's & above,f,sourcing,1,46,3.0,6,0,78.0,0
14959,Analytics,Hyderabad,Bachelor's,m,other,1,26,,1,0,80.0,0
19749,Analytics,Mumbai,,m,other,2,23,,1,0,82.0,0
731,HR,Hyderabad,Bachelor's,f,other,1,27,3.0,1,0,,0
57736,Operations,Delhi,Below Secondary,f,sourcing,1,23,,1,0,54.0,0
35262,Sales & Marketing,Gurgaon,Bachelor's,m,other,1,29,3.0,5,0,50.0,0
3029,Operations,Delhi,Bachelor's,f,sourcing,1,46,3.0,10,0,59.0,0
59415,Sales & Marketing,Indore,Bachelor's,m,other,1,37,3.0,10,0,51.0,0
18653,Finance,Chandigarh,Bachelor's,m,other,1,42,5.0,11,0,52.0,0
2353,Finance,Hyderabad,Bachelor's,f,other,2,31,1.0,5,0,62.0,0
51931,Operations,Delhi,,m,other,1,43,5.0,11,0,59.0,0
27855,HR,Hyderabad,Master's & above,m,other,1,37,5.0,10,0,47.0,0
6636,Sales & Marketing,Jaipur,Master's & above,m,other,2,37,3.0,9,0,49.0,0
74883,Sales & Marketing,Indore,Bachelor's,m,other,1,23,3.0,2,0,49.0,0
75001,Operations,Delhi,Master's & above,f,other,1,38,1.0,4,0,64.0,0
59891,R&D,Mumbai,Bachelor's,m,sourcing,4,28,3.0,3,0,83.0,0
26841,Sales & Marketing,Mumbai,Bachelor's,m,other,1,27,3.0,3,0,49.0,0
74056,Finance,Chandigarh,Master's & above,m,sourcing,1,36,5.0,6,0,58.0,0
34391,Operations,Dehradun,Bachelor's,f,other,1,26,3.0,4,0,,0
25864,Sales & Marketing,Noida,Bachelor's,m,sourcing,1,36,1.0,3,0,54.0,0
36877,Finance,Hyderabad,Master's & above,m,other,2,33,4.0,7,0,58.0,0
69788,Operations,Mumbai,Bachelor's,m,sourcing,1,30,5.0,4,1,,0
387,Sales & Marketing,Patna,Bachelor's,m,other,1,32,5.0,5,0,,0
45894,Finance,Hyderabad,Master's & above,m,other,1,37,3.0,7,0,58.0,0
11576,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,29,4.0,6,0,49.0,0
78152,Technology,Delhi,Master's & above,f,referred,1,55,3.0,7,0,82.0,0
75968,Operations,Bangalore,Bachelor's,f,other,1,28,5.0,4,0,64.0,0
41055,Technology,Lucknow,Master's & above,m,other,1,46,3.0,17,0,80.0,0
17990,Operations,Mumbai,Bachelor's,m,sourcing,1,26,3.0,2,0,60.0,0
54770,Sales & Marketing,Mumbai,Bachelor's,m,sourcing,5,25,,1,1,51.0,0
10819,Procurement,Lucknow,Bachelor's,f,other,1,39,4.0,4,0,71.0,0
39744,Operations,Bangalore,Bachelor's,m,other,3,38,3.0,7,0,59.0,0
77480,Operations,Kochi,Bachelor's,m,other,1,41,5.0,11,0,60.0,0
27484,Sales & Marketing,Patna,Bachelor's,m,sourcing,1,28,4.0,3,0,48.0,0
8501,Analytics,Hyderabad,Bachelor's,m,sourcing,2,30,4.0,6,0,82.0,0
38745,Technology,Hyderabad,Bachelor's,m,other,1,38,2.0,7,0,76.0,0
43232,Operations,Delhi,Bachelor's,m,referred,1,34,4.0,5,0,57.0,0
37953,Sales & Marketing,Ranchi,Bachelor's,m,other,1,31,4.0,7,0,50.0,0
53632,Sales & Marketing,Vadodara,Bachelor's,m,other,1,27,,1,0,51.0,0
52252,Sales & Marketing,Delhi,Bachelor's,m,sourcing,1,59,5.0,3,0,47.0,0
48377,Operations,Chennai,Bachelor's,f,other,2,34,3.0,4,0,54.0,0
43203,Operations,Mumbai,Master's & above,f,other,1,39,3.0,3,0,57.0,0
34751,Operations,Pune,Bachelor's,f,sourcing,1,34,3.0,7,0,62.0,0
3271,Procurement,Thiruvananthapuram,Master's & above,m,other,1,39,5.0,10,0,67.0,0
13122,Sales & Marketing,Hyderabad,Bachelor's,m,other,1,43,2.0,2,0,50.0,0
68765,Sales & Marketing,Ranchi,Bachelor's,m,other,1,30,4.0,5,0,46.0,0
52342,Sales & Marketing,Nagpur,Bachelor's,m,other,2,33,5.0,4,0,50.0,0
31250,Sales & Marketing,Hyderabad,Bachelor's,m,referred,1,28,3.0,2,0,51.0,0
16471,Sales & Marketing,Mumbai,Bachelor's,f,sourcing,1,34,4.0,7,0,58.0,1
3421,Operations,Chandigarh,Bachelor's,m,sourcing,1,28,3.0,3,0,59.0,1
30459,Finance,Hyderabad,Bachelor's,m,other,1,30,5.0,2,0,92.0,1
52033,Sales & Marketing,Hyderabad,Bachelor's,m,referred,1,31,5.0,1,0,50.0,0
66020,Sales & Marketing,Shillong,Bachelor's,m,sourcing,2,26,1.0,2,0,49.0,0
35541,Sales & Marketing,Chandigarh,Bachelor's,m,sourcing,1,26,2.0,2,0,47.0,0
51663,Operations,Hyderabad,Master's & above,m,other,1,56,3.0,21,0,63.0,0
47169,HR,Indore,Bachelor's,f,other,1,30,4.0,4,0,49.0,0
28383,Operations,Kochi,Master's & above,m,other,1,42,3.0,7,0,59.0,0
64354,Sales & Marketing,Delhi,Bachelor's,f,sourcing,1,28,5.0,5,0,46.0,0
64755,Sales & Marketing,Bangalore,Bachelor's,m,sourcing,1,28,5.0,2,0,47.0,1
52875,Technology,Bangalore,Master's & above,m,other,4,38,1.0,4,0,79.0,0
42837,Technology,Bangalore,Bachelor's,m,other,1,28,3.0,6,0,84.0,0
49227,Operations,Delhi,Bachelor's,m,other,1,50,5.0,15,0,58.0,0
10102,Finance,Bangalore,Bachelor's,m,other,1,33,2.0,4,0,60.0,0
35820,Legal,Chandigarh,Bachelor's,m,sourcing,1,29,3.0,4,0,64.0,0
10542,Technology,Chandigarh,Master's & above,m,other,1,52,3.0,7,0,78.0,0
46914,Sales & Marketing,Ahmedabad,Bachelor's,f,other,1,27,5.0,4,0,48.0,0
67667,Procurement,Chandigarh,Bachelor's,m,sourcing,1,27,4.0,3,0,78.0,1
27562,Technology,Kochi,Master's & above,m,sourcing,1,32,4.0,6,0,81.0,1
78274,Procurement,Delhi,Master's & above,m,other,1,46,3.0,4,0,72.0,0
78052,Operations,Indore,Bachelor's,m,sourcing,3,45,4.0,2,0,,0
12533,Sales & Marketing,Kochi,,m,sourcing,1,31,4.0,7,0,52.0,0
11756,Sales & Marketing,Lucknow,Bachelor's,m,sourcing,1,38,2.0,9,0,53.0,0
28060,Sales & Marketing,Kolkata,Bachelor's,m,other,1,32,5.0,7,0,50.0,0
26431,Operations,Kochi,Master's & above,f,sourcing,1,53,3.0,20,0,59.0,0
61267,Analytics,Patna,Bachelor's,m,other,1,36,3.0,3,0,84.0,0
1221,Technology,Delhi,Bachelor's,m,referred,1,24,3.0,2,0,77.0,0
12888,Analytics,Jaipur,Bachelor's,m,other,1,36,4.0,7,0,85.0,0
36411,Operations,Pondicherry,Bachelor's,m,other,1,28,5.0,2,0,,0
6548,Technology,Hyderabad,,m,other,2,27,1.0,2,0,78.0,0
27440,Sales & Marketing,Jamshedpur,Bachelor's,f,sourcing,1,32,3.0,7,0,52.0,0
15321,Technology,Indore,Bachelor's,m,sourcing,1,33,3.0,6,0,79.0,0
64815,Sales & Marketing,Nagpur,Master's & above,m,other,1,39,5.0,5,0,50.0,0
74236,Sales & Marketing,Kochi,Bachelor's,f,other,1,28,,1,0,47.0,0
47689,Sales & Marketing,Guwahati,Bachelor's,m,other,1,34,3.0,9,0,51.0,0
32323,Procurement,Guwahati,Bachelor's,f,sourcing,1,26,3.0,2,0,68.0,0
44538,Technology,Raipur,Bachelor's,f,other,1,46,1.0,16,0,83.0,0
26434,Technology,Delhi,Bachelor's,m,other,2,42,3.0,13,0,83.0,0
65902,Finance,Ranchi,Bachelor's,m,other,1,29,3.0,5,0,58.0,0
44634,Procurement,Bangalore,Master's & above,m,sourcing,1,45,3.0,2,0,68.0,0
77036,Technology,Delhi,Bachelor's,f,referred,1,31,5.0,5,1,90.0,1
5342,Analytics,Jamshedpur,Bachelor's,m,sourcing,1,30,1.0,6,0,90.0,0
33673,Procurement,Hyderabad,Bachelor's,f,other,3,29,5.0,5,1,87.0,1
76797,Analytics,Mumbai,,m,other,1,28,3.0,5,0,89.0,0
60741,Analytics,Lucknow,Bachelor's,m,other,1,26,,1,0,84.0,0
54878,Technology,Delhi,Bachelor's,m,other,1,26,5.0,3,0,80.0,0
57293,Sales & Marketing,Kolkata,Bachelor's,m,other,1,34,5.0,4,0,55.0,0
26783,Sales & Marketing,Kochi,,m,sourcing,1,37,5.0,10,0,51.0,0
40105,Finance,Guwahati,Bachelor's,m,other,1,28,4.0,2,0,,0
66438,Technology,Delhi,Bachelor's,m,other,2,42,3.0,3,0,80.0,1
53784,Operations,Lucknow,Bachelor's,f,sourcing,1,31,5.0,5,0,57.0,0
58967,Technology,Coimbatore,Bachelor's,f,other,1,28,4.0,3,0,80.0,0
59328,Sales & Marketing,Chandigarh,Bachelor's,f,sourcing,1,31,4.0,6,0,66.0,1
53195,Finance,Indore,Bachelor's,f,other,1,31,3.0,5,0,58.0,0
68010,Procurement,Delhi,Bachelor's,f,other,1,35,5.0,9,0,69.0,1
7541,Sales & Marketing,Hyderabad,Bachelor's,m,other,1,33,5.0,5,0,49.0,0
21281,HR,Hyderabad,Bachelor's,m,other,1,29,4.0,6,0,50.0,0
13886,Analytics,Nagpur,Master's & above,m,other,1,31,5.0,2,0,89.0,1
67415,Finance,Hyderabad,Master's & above,m,sourcing,2,33,5.0,8,0,59.0,1
55771,Sales & Marketing,Chennai,Master's & above,m,sourcing,1,42,4.0,4,0,51.0,0
51449,HR,Patna,Bachelor's,f,other,1,26,3.0,3,0,54.0,0
16545,Technology,Delhi,Bachelor's,m,other,1,33,4.0,8,0,79.0,0
61358,Analytics,Jaipur,Bachelor's,m,other,1,36,3.0,4,0,86.0,0
46134,Sales & Marketing,Bhubaneswar,Bachelor's,m,other,1,40,1.0,6,0,48.0,0
72023,Technology,Delhi,Bachelor's,m,sourcing,1,58,2.0,26,0,82.0,0
31385,Technology,Delhi,Bachelor's,f,sourcing,1,39,3.0,9,0,82.0,0
52979,Sales & Marketing,Delhi,,f,sourcing,2,34,1.0,7,0,49.0,0
41490,Analytics,Bangalore,Bachelor's,m,sourcing,2,32,4.0,5,0,82.0,0
77473,Sales & Marketing,Coimbatore,Bachelor's,f,other,1,36,5.0,8,0,52.0,0
66966,R&D,Hyderabad,Bachelor's,m,sourcing,1,28,5.0,3,0,85.0,0
41281,Sales & Marketing,Nagpur,Bachelor's,m,sourcing,1,33,4.0,4,0,50.0,0
53219,Operations,Hyderabad,Bachelor's,m,sourcing,2,25,3.0,6,1,58.0,0
70882,Sales & Marketing,Delhi,Bachelor's,f,sourcing,1,49,3.0,3,0,46.0,0
28233,Sales & Marketing,Patna,Bachelor's,m,sourcing,1,28,3.0,4,0,50.0,0
68020,Analytics,Pune,Bachelor's,m,other,1,30,5.0,4,0,87.0,0
5580,Sales & Marketing,Mysore,Bachelor's,m,sourcing,1,30,2.0,5,0,53.0,0
61314,Operations,Delhi,Below Secondary,m,other,1,22,4.0,2,0,51.0,0
2687,Operations,Gurgaon,Bachelor's,m,other,1,32,3.0,6,0,62.0,0
12283,Sales & Marketing,Kochi,Bachelor's,f,other,1,30,5.0,3,0,50.0,0
61092,Finance,Bangalore,Below Secondary,m,other,1,26,5.0,3,0,58.0,0
55060,Sales & Marketing,Pondicherry,Bachelor's,m,other,1,43,2.0,4,0,49.0,0
7521,HR,Kochi,Bachelor's,f,sourcing,1,29,2.0,2,0,56.0,0
65803,Sales & Marketing,Delhi,Master's & above,f,other,1,47,1.0,16,0,52.0,0
74912,Sales & Marketing,Mysore,Bachelor's,m,other,1,32,4.0,3,0,46.0,0
67159,Sales & Marketing,Chennai,Master's & above,m,sourcing,2,35,4.0,8,0,47.0,0
47450,Operations,Pune,Master's & above,m,other,1,37,1.0,7,0,59.0,0
11545,Operations,Lucknow,Bachelor's,m,other,1,26,3.0,3,0,63.0,0
19871,Sales & Marketing,Patna,Bachelor's,m,sourcing,2,40,3.0,8,0,48.0,0
62773,Operations,Jamshedpur,Bachelor's,m,sourcing,1,33,1.0,5,0,59.0,0
2973,Sales & Marketing,Kochi,Bachelor's,m,sourcing,1,37,4.0,3,0,54.0,0
70560,Procurement,Mumbai,Bachelor's,m,other,2,26,3.0,2,0,93.0,1
12040,Sales & Marketing,Bangalore,Bachelor's,m,other,1,29,5.0,2,0,51.0,0
3308,HR,Bangalore,Bachelor's,f,sourcing,2,30,4.0,6,0,46.0,0
27963,Operations,Delhi,,f,other,1,29,4.0,6,0,58.0,0
50911,Operations,Delhi,Master's & above,m,sourcing,1,42,4.0,11,0,60.0,0
30545,Sales & Marketing,Kochi,Bachelor's,m,sourcing,1,35,5.0,9,0,50.0,0
8118,Finance,Delhi,Bachelor's,m,sourcing,1,32,1.0,2,0,63.0,0
58613,Operations,Patna,Master's & above,f,sourcing,1,35,3.0,3,0,64.0,0
53771,Operations,Chandigarh,Bachelor's,m,other,3,32,5.0,5,0,60.0,0
6697,Operations,Kolkata,Master's & above,m,sourcing,1,34,5.0,2,0,58.0,0
45928,R&D,Hyderabad,Bachelor's,m,other,2,30,4.0,2,0,86.0,0
68445,Operations,Delhi,Bachelor's,f,other,1,30,,1,0,56.0,0
43158,Operations,Delhi,Bachelor's,f,sourcing,1,58,3.0,28,0,58.0,0
27769,Technology,Delhi,Bachelor's,m,other,2,29,2.0,7,0,78.0,0
30811,Finance,Delhi,Master's & above,m,other,1,36,4.0,4,0,59.0,0
33050,Analytics,Bangalore,Master's & above,m,sourcing,1,39,3.0,12,0,86.0,0
43460,Finance,Indore,Bachelor's,m,sourcing,1,27,3.0,2,0,63.0,0
73695,Procurement,Hyderabad,Bachelor's,m,sourcing,4,31,4.0,8,0,73.0,0
72575,Sales & Marketing,Bangalore,,m,sourcing,1,22,,1,0,50.0,0
6898,Finance,Hyderabad,Bachelor's,m,other,1,30,5.0,3,0,57.0,0
34046,Analytics,Lucknow,Bachelor's,m,other,1,27,1.0,2,0,81.0,0
29200,Sales & Marketing,Vadodara,Bachelor's,m,sourcing,1,33,4.0,5,0,48.0,0
5190,Sales & Marketing,Patna,,m,other,1,25,2.0,2,0,51.0,0
49874,Procurement,Chandigarh,Bachelor's,f,sourcing,1,28,4.0,5,0,73.0,0
52764,Procurement,Delhi,Bachelor's,f,sourcing,1,52,4.0,4,0,72.0,0
12170,Sales & Marketing,Mysore,Master's & above,m,other,1,38,2.0,10,0,50.0,0
6743,Technology,Delhi,Bachelor's,f,sourcing,1,39,3.0,7,0,81.0,0
5404,R&D,Delhi,Master's & above,m,other,2,34,3.0,8,0,85.0,0
57400,Operations,Jamshedpur,Bachelor's,m,other,1,26,,1,0,57.0,0
33091,Technology,Lucknow,Bachelor's,m,sourcing,1,32,2.0,3,0,79.0,0
23330,Sales & Marketing,Mumbai,Master's & above,m,other,1,46,2.0,7,0,53.0,0
25047,Sales & Marketing,Dehradun,Bachelor's,f,other,1,40,1.0,6,0,49.0,0
44479,Operations,Ahmedabad,Bachelor's,m,other,1,26,5.0,2,0,60.0,0
69059,Procurement,Chennai,Bachelor's,m,sourcing,1,27,,1,0,69.0,0
15172,Procurement,Hyderabad,Bachelor's,m,sourcing,1,30,4.0,7,0,71.0,0
15235,Operations,Lucknow,Master's & above,m,other,1,35,4.0,2,0,54.0,0
29882,Technology,Coimbatore,Below Secondary,f,other,1,24,4.0,3,0,78.0,0
40613,Sales & Marketing,Delhi,Master's & above,m,sourcing,1,36,5.0,5,0,49.0,0
62712,Finance,Delhi,Bachelor's,m,sourcing,1,38,2.0,10,0,58.0,0
49682,Technology,Delhi,Bachelor's,f,other,1,36,2.0,9,0,78.0,0
8763,Procurement,Hyderabad,Bachelor's,f,other,1,30,5.0,4,0,70.0,0
56875,Procurement,Delhi,Bachelor's,f,other,2,30,1.0,4,0,71.0,0
9666,Sales & Marketing,Delhi,Master's & above,m,sourcing,2,37,1.0,7,0,46.0,0
10164,Sales & Marketing,Pune,Bachelor's,m,sourcing,1,37,1.0,8,0,49.0,0
16997,Operations,Pune,Bachelor's,f,other,1,35,4.0,5,0,55.0,0
54290,Sales & Marketing,Delhi,Bachelor's,m,sourcing,1,59,1.0,16,0,50.0,0
63225,Procurement,Delhi,Master's & above,m,sourcing,1,43,3.0,14,0,69.0,0
51932,Procurement,Visakhapatnam,Bachelor's,m,other,1,51,4.0,18,0,69.0,0
74798,Operations,Delhi,Master's & above,m,other,1,40,4.0,8,0,57.0,0
25515,Operations,Delhi,Bachelor's,f,sourcing,1,35,3.0,3,0,59.0,0
73472,Operations,Patna,Bachelor's,m,sourcing,2,39,5.0,9,0,62.0,0
6345,Sales & Marketing,Delhi,Bachelor's,f,other,1,44,3.0,9,0,46.0,0
72742,HR,Hyderabad,Bachelor's,m,other,1,27,,1,0,49.0,0
50180,Operations,Delhi,Bachelor's,m,other,1,38,5.0,12,0,57.0,0
21760,Finance,Delhi,Master's & above,f,sourcing,1,40,5.0,6,0,65.0,0
9555,Operations,Delhi,Bachelor's,m,other,1,56,3.0,17,0,,0
56761,Sales & Marketing,Lucknow,Bachelor's,m,other,1,36,2.0,11,0,48.0,0
48339,Sales & Marketing,Chandigarh,Bachelor's,f,sourcing,1,23,,1,0,48.0,0
53733,Analytics,Hyderabad,Bachelor's,m,other,1,27,2.0,3,0,81.0,0
19388,HR,Mumbai,Bachelor's,f,other,1,27,3.0,4,0,54.0,0
69400,Sales & Marketing,Chennai,,m,other,1,24,,1,0,51.0,1
68920,Analytics,Bangalore,Master's & above,m,sourcing,1,39,5.0,7,0,87.0,0
22567,Sales & Marketing,Delhi,Bachelor's,f,other,1,26,1.0,2,0,47.0,0
16858,Procurement,Mumbai,Bachelor's,f,other,2,33,3.0,4,0,70.0,0
30148,Procurement,Hyderabad,Bachelor's,f,other,1,30,5.0,4,0,84.0,1
773,Sales & Marketing,Hyderabad,Master's & above,m,sourcing,1,44,3.0,16,0,47.0,0
28309,Analytics,Ranchi,Bachelor's,m,other,1,31,3.0,3,0,85.0,0
55885,Operations,Pune,Bachelor's,m,other,1,34,5.0,3,0,58.0,0
3442,HR,Lucknow,Bachelor's,f,sourcing,1,28,3.0,3,0,51.0,0
70191,Operations,Gurgaon,Bachelor's,m,other,2,30,3.0,4,0,59.0,0
4125,Operations,Hyderabad,Master's & above,m,sourcing,2,36,3.0,4,0,60.0,0
16282,Sales & Marketing,Kochi,Master's & above,m,sourcing,1,36,4.0,4,0,47.0,0
65572,Sales & Marketing,Kochi,Bachelor's,m,other,2,31,1.0,3,0,51.0,0
30319,Sales & Marketing,Hyderabad,Bachelor's,m,sourcing,1,23,1.0,2,0,50.0,0
45914,Sales & Marketing,Delhi,Bachelor's,m,sourcing,1,36,3.0,9,0,43.0,1
24149,Sales & Marketing,Hyderabad,Master's & above,m,other,4,33,1.0,3,0,51.0,0
30024,Operations,Kochi,Bachelor's,m,other,1,34,5.0,8,0,59.0,1
63293,Operations,Delhi,Master's & above,f,other,1,42,3.0,3,0,60.0,0
45838,Operations,Bangalore,Bachelor's,m,other,1,39,5.0,9,0,57.0,0
69338,Sales & Marketing,Delhi,Bachelor's,f,sourcing,1,29,2.0,4,0,48.0,0
60461,Sales & Marketing,Hubli,Master's & above,m,sourcing,1,39,3.0,3,0,50.0,0
15552,Technology,Guwahati,Bachelor's,f,other,1,26,4.0,2,0,78.0,0
13362,Operations,Guwahati,Bachelor's,m,sourcing,1,29,3.0,4,0,58.0,0
41880,Sales & Marketing,Shillong,Master's & above,m,sourcing,1,32,1.0,9,0,49.0,0
48697,Sales & Marketing,Chandigarh,Master's & above,m,sourcing,1,30,4.0,2,0,65.0,1
67114,Sales & Marketing,Thiruvananthapuram,Master's & above,m,other,1,45,3.0,7,0,54.0,0
3281,Sales & Marketing,Lucknow,Bachelor's,m,sourcing,1,36,5.0,7,0,53.0,0
39322,Sales & Marketing,Lucknow,Bachelor's,m,sourcing,2,37,2.0,2,0,48.0,0
23926,Operations,Chennai,Master's & above,m,other,1,37,3.0,4,0,59.0,0
7234,Operations,Kochi,Master's & above,m,other,1,36,2.0,4,0,57.0,0
23445,Sales & Marketing,Chennai,Bachelor's,m,other,1,27,,1,0,47.0,0
39091,Procurement,Hyderabad,Master's & above,f,sourcing,1,38,3.0,7,0,72.0,0
50136,Sales & Marketing,Indore,Bachelor's,m,other,1,30,3.0,3,0,48.0,0
4542,Technology,Mumbai,Master's & above,f,other,1,35,5.0,9,0,86.0,0
61678,Analytics,Delhi,Bachelor's,m,sourcing,2,44,3.0,10,0,85.0,0
58718,Procurement,Chandigarh,Bachelor's,f,sourcing,1,29,3.0,4,0,97.0,1
25762,Finance,Ahmedabad,Bachelor's,m,sourcing,1,28,,1,0,58.0,0
24034,Analytics,Lucknow,Master's & above,m,other,1,33,4.0,3,0,84.0,0
40035,Technology,Delhi,Bachelor's,m,other,1,37,1.0,12,0,78.0,1
29432,Procurement,Hyderabad,Bachelor's,f,sourcing,1,27,5.0,4,1,81.0,1
77275,Technology,Vadodara,Master's & above,f,sourcing,1,39,4.0,7,0,78.0,0
21444,Sales & Marketing,Chandigarh,Master's & above,m,other,2,40,3.0,8,0,49.0,0
21811,Technology,Delhi,Bachelor's,f,other,1,55,5.0,16,0,77.0,0
16482,Technology,Hyderabad,Bachelor's,f,other,1,36,3.0,3,0,81.0,0
4502,Sales & Marketing,Bangalore,Bachelor's,m,other,1,30,1.0,4,0,49.0,1
12416,Finance,Delhi,Master's & above,m,other,1,42,4.0,11,0,60.0,0
56437,Analytics,Bangalore,Bachelor's,m,other,2,30,4.0,4,0,88.0,0
5075,Operations,Delhi,Bachelor's,m,other,1,25,4.0,2,0,58.0,0
66918,Operations,Mumbai,Bachelor's,m,other,1,28,3.0,2,0,60.0,0
18438,Technology,Delhi,Bachelor's,m,sourcing,1,34,5.0,4,0,77.0,0
21809,Technology,Kochi,Master's & above,m,sourcing,1,38,3.0,4,0,85.0,0
43080,Technology,Patna,Bachelor's,m,sourcing,3,25,,1,0,82.0,0
30724,Sales & Marketing,Delhi,,m,sourcing,1,37,3.0,5,0,52.0,0
20633,Operations,Delhi,Master's & above,m,other,1,42,1.0,2,0,63.0,0
44784,Technology,Delhi,Master's & above,m,other,1,43,1.0,15,0,83.0,0
55058,Sales & Marketing,Vadodara,Bachelor's,m,other,1,27,4.0,4,0,64.0,1
68131,Analytics,Surat,Bachelor's,m,sourcing,1,36,1.0,7,0,85.0,0
43956,Sales & Marketing,Mysore,Master's & above,m,other,2,38,3.0,12,0,50.0,0
10170,Operations,Delhi,Bachelor's,f,other,1,37,3.0,4,0,,0
72888,Operations,Noida,Master's & above,m,sourcing,1,33,3.0,4,0,59.0,0
37692,Operations,Bangalore,Bachelor's,f,sourcing,1,45,3.0,16,0,60.0,0
